qid,pid
1999,1957296
2001,1954044
2001,1958638
2001,1966299
2001,622537
2001,1954956
2001,1959915
2002,1958765
2004,1960693
2005,1969153
2005,1959504
2005,1968809
2006,1139934
2006,1961677
2007,1961443
2007,1029878
2007,1975883
2007,1961944
2008,1226924
2009,1969679
2009,1967433
2009,1963323
2010,1968257
2010,1960523
2011,1969477
2012,1957168
2012,1959052
2012,1963466
2012,1959857
2012,1965637
2014,1969388
2014,1970538
2014,1961402
2014,1970255
2014,1959374
2014,1959483
2014,1960351
2014,1957357
2014,1966929
2014,1954734
2014,1954392
2015,1760968
2015,1956952
2015,1810127
2015,1959261
2016,1954667
2016,1964304
2017,1967831
2017,1967280
2017,1968186
2017,1964272
2017,1958966
2017,1954128
2017,1954994
2018,1959491
2019,1969431
2021,1959681
2021,1962609
2021,1969048
2021,1965128
2021,1954660
2021,1969494
2022,1976370
2022,1963111
2022,1953755
2022,1962101
2023,1965477
2025,1968079
2025,1957896
2026,602386
2027,1954670
2028,149028
2028,1145001
2028,1958963
2028,1957001
2028,1956372
2028,1964120
2028,1959203
2029,1207258
2029,1961948
2030,1957877
2031,1959193
2031,1961719
2031,1955209
2031,1966341
2032,1566601
2032,1976374
2032,1962707
2034,1966089
2034,1966754
2034,1968284
2035,384046
2035,1967905
2035,1497416
2035,353398
2035,1957541
2035,1969089
2035,1969833
2035,1953714
2035,1962249
2036,1740229
2038,1970035
2038,1963196
2038,1955570
2038,1964317
2039,1968361
2040,1956537
2040,1963061
2041,1957380
2041,1957825
2041,1960243
2041,1959313
2041,1954660
2041,1954969
2044,1968375
2044,1967910
2045,1960443
2046,1958567
2046,1957974
2047,1976229
2047,1966781
2047,1954846
2047,1961815
2047,1959410
2048,1960840
2048,1964523
2048,1964307
2048,1966048
2048,1955772
2048,1957333
2048,1976086
2048,987840
2049,789103
2050,1962891
2050,1970558
2051,1957345
2051,1962515
2051,1962711
2051,1954875
2051,1956155
2051,1962501
2051,1964356
2051,1957484
2051,1967165
2052,1955403
2052,1959016
2053,1954263
2053,1965226
2053,1965641
2053,1955585
2053,1975706
2055,1956334
2055,1967932
2055,1963073
2058,1956653
2058,1958320
2059,1958447
2059,1975910
2059,1958156
2059,1964996
2059,48449
2060,1963895
2060,847974
2060,1954262
2061,1960823
2061,1961641
2061,1966643
2063,1964150
2063,1965838
2063,1960933
2063,1968738
2063,1955672
2063,1957448
2063,1967468
2063,1962045
2064,1960904
2064,1958423
2064,1959460
2065,1965629
2065,1969608
2066,1958300
2066,1956688
2066,1962057
2066,1975812
2066,1958916
2066,1965317
2066,1956336
2066,1955107
2066,1958782
2066,1968187
2066,1967891
2066,1960356
2067,1956549
2068,1955023
2068,1953704
2068,1962712
2068,1967751
2068,1960908
2068,1961252
2068,1975981
2068,1967701
2068,1962841
2068,1956579
2068,1963633
2068,1967407
2069,1964334
2070,1960607
2070,1969628
2071,1958617
2072,1967951
2072,1957860
2072,1968716
2073,1955848
2074,1954263
2075,1963096
2075,1961946
2075,1958444
2075,1957572
2076,1961297
2076,81486
2076,1959274
2076,1955142
2076,1966927
2077,1975790
2077,1960724
2077,1967474
2077,1007595
2077,1957795
2077,1961398
2077,1962873
2078,1023790
2079,1969486
2079,1108993
2080,1963380
2081,1959589
2081,1967033
2081,1958797
2081,1965571
2081,900923
2081,1963158
2081,1960517
2081,1953928
2081,1003884
2081,1962974
2082,1963777
2082,765913
2082,1956637
2082,1960862
2084,1963729
2084,1954907
2084,1955983
2085,1962737
2085,1966222
2085,728755
2086,1955850
2087,1956530
2087,1970875
2088,1955425
2089,1963897
2089,1965434
2089,1966021
2089,1966852
2089,1968747
2089,1965283
2089,1966379
2090,1975764
2090,1958803
2090,428232
2090,1965152
2090,1968019
2090,1959627
2091,1968224
2092,1965816
2092,1957737
2093,1955571
2093,1959324
2093,1963036
2093,1960399
2094,1964981
2094,1960821
2094,1959919
2094,1967313
2094,1970795
2094,1955391
2094,1957505
2094,1953809
2094,1968002
2094,1967784
2094,1968069
2094,1964394
2095,1965183
2095,1962178
2095,1964356
2095,1955628
2095,1967581
2095,1967254
2095,1962964
2095,1966832
2095,1968538
2095,1954062
2095,1958581
2097,1962588
2099,1954217
2100,1965127
2100,1954284
2100,1966857
2100,1964870
2100,1960638
2100,1957655
2102,1975828
2104,978109
2105,603253
2106,627343
2107,1960126
2107,1968946
2107,1959864
2107,1964843
2107,1953966
2107,1958633
2107,1961350
2107,1966371
2108,1964080
2108,1955271
2108,1953692
2108,1955754
2108,1961695
2108,1968807
2108,1965622
2108,1954204
2108,1967685
2108,1969125
2108,1955834
2108,1963395
2108,1957650
2108,1965537
2109,1954178
2109,1967470
2109,1967689
2109,1967801
2111,1535758
2112,1966755
2112,1957341
2112,1961389
2113,1962209
2113,1959159
2114,1329005
2114,1969840
2114,1953691
2115,1962632
2116,1965838
2116,1954127
2116,1957448
2117,1965894
2117,1975699
2118,1962279
2119,1960551
2121,1968393
2121,1955571
2121,1959324
2121,1769952
2121,1969756
2121,1954038
2121,1965782
2121,1963410
2121,1958901
2121,1962217
2122,1958085
2122,1955015
2122,1963528
2122,1970441
2122,1967213
2122,1960483
2122,1965425
2122,1964017
2123,667764
2124,1196827
2125,1963670
2125,1956216
2125,1976059
2125,1965598
2127,1012379
2127,1966248
2127,1969385
2127,1958133
2128,1690414
2128,1275989
2128,1292889
2128,711245
2128,1951840
2128,1488902
2129,512760
2130,1968102
2132,1958469
2132,474163
2132,1964434
2133,1967294
2135,1038649
2135,1961953
2135,1958941
2135,1968293
2135,1967061
2135,1963522
2135,1964647
2135,1968268
2135,1544086
2136,1959179
2136,1959708
2136,1965526
2136,1968102
2136,1955961
2136,1970438
2136,1963391
2136,1969606
2138,1655540
2138,1969042
2138,1969815
2138,1953713
2138,1975951
2138,1961457
2139,1969892
2141,1966447
2141,1967951
2142,1413012
2142,428704
2143,1960202
2143,1969785
2143,1960257
2144,1966362
2144,1959719
2145,1953927
2146,920718
2147,1961184
2147,1954590
2147,1957926
2147,1966693
2147,1958757
2147,1968398
2148,1318387
2148,1969830
2148,1953688
2149,1958673
2149,1969120
2149,1968937
2150,1967898
2151,1962052
2151,1969377
2151,1959708
2151,1970403
2151,1965526
2151,1964283
2151,855
2151,1970875
2152,1962600
2155,1968220
2155,429675
2156,1517924
2156,1961179
2157,1958739
2158,1967440
2158,1963505
2159,1963796
2161,1965297
2161,1961570
2161,1964279
2162,1956105
2162,1955808
2162,1965353
2162,1955410
2162,1958198
2163,1962355
2163,1962650
2164,1961063
2166,1958198
2166,1965300
2167,1968491
2167,1962366
2169,1964448
2169,1421918
2169,971989
2169,1148545
2169,1967566
2169,1969219
2169,1967148
2169,1964367
2170,1966801
2171,1959943
2172,1963113
2172,1965770
2172,592693
2174,1957524
2174,1961094
2174,1960679
2174,1970585
2175,1730995
2175,1295445
2175,1962948
2175,1954055
2175,1958648
2175,571783
2175,1053075
2175,1962984
2175,1696261
2175,1960378
2176,1960810
2177,1956777
2177,1969318
2177,1958443
2177,1961223
2179,1963967
2179,1959324
2179,1970282
2179,1965590
2179,1955878
2180,239582
2180,625654
2181,1775821
2181,1958658
2182,1964795
2182,1959928
2182,1959955
2183,518273
2183,102663
2183,1957683
2184,1955808
2184,1970105
2184,1963191
2184,1962351
2185,1962881
2185,1970785
2185,1957830
2185,1976103
2186,1954629
2186,1955803
2187,1962040
2188,1318847
2188,1969751
2190,1962564
2190,1968673
2190,1963638
2190,1968059
2190,1968040
2191,1966755
2191,1954252
2191,1967642
2192,1958028
2192,1962189
2192,1969877
2193,1965676
2193,1960935
2193,890379
2194,1966777
2195,1955525
2196,1960171
2196,1955665
2196,1955967
2197,1965036
2197,1954292
2197,1967656
2198,1966017
2198,1968008
2198,1962168
2198,1956746
2198,1959141
2198,1955553
2198,1966779
2198,1969782
2199,1514990
2199,134406
2199,258593
2199,1269949
2201,1088046
2201,1967683
2202,1956102
2202,1967658
2202,1959101
2202,1966815
2203,980087
2203,1571246
2203,1967367
2203,1954093
2203,1287872
2203,1839624
2203,1960913
2203,1958175
2203,1965777
2203,1959059
2203,1957697
2204,1967959
2205,1966843
2205,1960937
2205,1955934
2205,1963798
2205,1965638
2205,1970100
2205,1970431
2206,1964114
2206,1954254
2206,1966526
2206,1960143
2206,1969414
2206,1965255
2206,1962353
2206,1964498
2206,1957895
2206,1955919
2206,1958265
2207,1659734
2207,1958807
2208,1958784
2212,1961476
2213,1959098
2213,1976059
2213,1960317
2214,1965353
2214,1957725
2214,1970105
2215,1959076
2216,1964062
2216,1954542
2216,1975909
2217,1954862
2217,1715589
2219,1955114
2220,1959024
2221,1968342
2221,1955364
2221,1960997
2222,1959210
2222,1969981
2222,1954473
2223,1957067
2224,1968307
2225,1958197
2225,1956259
2225,1968151
2225,1957790
2225,1954354
2226,1957820
2226,1954174
2226,1961987
2226,1958231
2226,1968753
2226,1961229
2226,1963442
2226,1965750
2226,1967962
2227,384046
2227,972434
2227,1967905
2227,406390
2227,1310357
2227,1954452
2227,1962249
2227,1497416
2227,1955614
2227,1965302
2227,353398
2228,1966385
2230,1955808
2230,1957725
2231,1959141
2231,1962924
2231,1959732
2232,1976114
2232,1954986
2232,1960829
2232,1964918
2232,1962972
2232,1954421
2232,1968932
2232,1955958
2232,1963768
2232,1970017
2233,1962307
2235,1954353
2236,1976375
2236,1962858
2236,1959733
2237,1962346
2237,1958225
2237,1961969
2237,1954950
2237,1966848
2238,1970515
2238,1963545
2238,1963169
2238,1967000
2238,1967752
2239,1969175
2239,1967852
2239,1965189
2240,1962455
2241,1957253
2241,1954018
2241,1954436
2241,1968144
2242,1955763
2242,1954865
2243,1959520
2243,492061
2243,1956249
2243,1954798
2243,1959023
2244,1962159
2244,1961324
2244,1968435
2245,1954821
2246,1975688
2247,1963950
2248,1964137
2248,1965178
2249,1962796
2249,1959520
2250,1968093
2251,1961642
2252,1968082
2253,1196798
2253,1616539
2253,1565127
2254,1968304
2254,845699
2254,1958481
2254,1963602
2254,1963753
2254,1955966
2256,1966791
2256,1957358
2256,1959371
2256,1954056
2256,1968377
2257,1966896
2257,1965635
2257,1964251
2257,1961309
2258,1966766
2258,1954276
2259,216355
2261,1756689
2261,1976309
2261,1962662
2261,1964890
2261,1957759
2261,1963244
2262,1964914
2263,1961300
2263,1955724
2263,1957593
2264,1954029
2265,1962602
2265,1968299
2267,1955170
2267,1955670
2267,1960430
2268,1968911
2268,1959742
2268,1970432
2268,1963570
2268,1960858
2269,1279313
2269,1967466
2270,1955618
2270,1969266
2270,1970548
2270,1958680
2271,1964003
2272,1031813
2272,699707
2272,1381560
2272,1955492
2272,152191
2272,1693046
2272,1273294
2272,1630399
2272,522729
2272,467389
2273,1959540
2273,1960747
2273,1966056
2273,1966609
2273,1962880
2273,1955237
2273,1970522
2273,1960015
2273,1969695
2273,1954824
2273,1960323
2274,208175
2275,1961598
2275,1962640
2275,1967999
2275,1965882
2275,1960681
2275,1964387
2275,1966794
2275,1964661
2275,1954156
2276,1957992
2277,1959308
2278,1962717
2278,1960354
2278,1968185
2279,1965463
2280,1966520
2280,1962689
2281,1964480
2281,1969646
2281,1966996
2281,1959257
2281,1966254
2283,1954625
2283,1964167
2283,1966064
2284,1960508
2284,1970521
2284,1969725
2284,1969636
2284,1962783
2285,1964200
2285,1957763
2286,1964960
2287,1060365
2287,1956856
2287,1960699
2287,1964478
2287,1976190
2287,1957462
2288,1969461
2288,1959890
2288,1968910
2288,600786
2288,1965547
2288,1967773
2288,1963774
2288,1958017
2288,1958058
2288,1968189
2288,713087
2289,1959920
2289,1963739
2289,1696520
2290,1962505
2290,1968576
2291,1956145
2291,1959337
2291,1959904
2291,1959221
2291,1968675
2291,1959853
2292,1966448
2292,1954285
2292,1967539
2293,1959872
2293,1970294
2293,1975714
2293,1956041
2294,1967203
2294,1957532
2294,1976351
2295,1958449
2295,1962694
2296,1305434
2296,1962131
2296,1956522
2296,1957483
2296,510885
2297,894779
2297,1956801
2298,1961817
2298,1963048
2298,1975750
2298,1960203
2298,1966830
2299,1953841
2300,1953997
2301,1965778
2302,1960513
2302,556789
2303,1968730
2304,614271
2304,959605
2304,1960609
2305,1959548
2305,1932275
2306,251597
2307,1958746
2308,791765
2309,1968485
2309,1963688
2309,1954568
2309,1966684
2309,1961257
2310,1965516
2310,372928
2310,1958610
2310,1962479
2310,1968896
2311,1963947
2312,1970561
2312,1954890
2312,1968624
2312,1965691
2312,1969107
2312,1963411
2312,1959862
2313,1965707
2313,1959039
2313,1957757
2313,1961154
2313,1966342
2313,1969446
2313,1966739
2313,1976115
2313,1953936
2313,1958685
2313,1878004
2314,1975976
2314,1954416
2314,1957611
2315,1969655
2315,1965891
2315,1956166
2315,1958375
2315,1954526
2316,1965021
2316,1966149
2317,383685
2317,1975889
2318,1955312
2318,1957083
2319,1961491
2320,1963980
2320,1965322
2320,399482
2321,1965210
2322,1958383
2322,1970005
2323,1959901
2325,1954984
2325,1967566
2325,1955492
2325,1968418
2325,1868955
2325,1226824
2325,1965308
2325,1963488
2325,1342699
2325,923347
2325,1960692
2325,1207542
2325,1693046
2325,1256841
2325,1408410
2325,1304420
2326,1966498
2326,1965321
2326,1967355
2326,1969893
2326,1959432
2326,1962754
2326,1961263
2327,1967472
2327,1958675
2328,1959048
2329,1964539
2330,1967385
2331,1443525
2331,1737499
2332,1955877
2332,1965946
2333,1961875
2333,1959904
2333,1970137
2334,1962498
2334,1954926
2334,1954323
2334,1959983
2334,1953730
2334,1957549
2334,1965374
2334,1956163
2334,1964397
2334,1965822
2334,1968820
2334,1960481
2334,1961907
2335,1962133
2336,1962917
2336,1962373
2337,1828638
2337,1968088
2338,1960516
2338,1969620
2338,1960927
2338,1957122
2338,1968613
2338,1967032
2339,1969502
2339,1969033
2339,1970193
2339,1955968
2339,1955364
2339,1968342
2340,1969175
2340,1965189
2340,1956545
2341,1967397
2341,1955331
2341,1966059
2341,1967417
2341,1957793
2342,1969285
2342,1957082
2343,1954274
2345,1965879
2346,1963167
2346,1970299
2346,1960582
2346,1954756
2346,1970484
2346,1968025
2346,1957353
2346,1957966
2346,1957243
2346,1966622
2347,1956748
2347,1954167
2348,1968327
2348,1970137
2348,1966755
2348,1970177
2349,1957859
2349,1960443
2349,1955616
2349,1956732
2349,1966772
2349,1976377
2349,1970314
2349,1960847
2350,1956026
2350,417546
2350,1964223
2352,1961755
2352,1955636
2352,1959554
2352,1970869
2352,1965080
2353,1967562
2353,1964737
2353,1956908
2353,1958049
2353,1961103
2353,1960997
2353,1954549
2354,1954010
2354,1976130
2355,1959185
2356,1955874
2356,1968959
2356,1967374
2356,1960220
2356,6130
2357,1958749
2357,1957921
2357,1193959
2357,1958495
2357,1962871
2357,1957649
2357,1964644
2357,1960158
2357,1963538
2357,1965220
2357,1966882
2357,1961154
2358,1968287
2358,1956409
2359,1953923
2360,1958445
2360,1964204
2360,1970823
2361,1967107
2361,1962816
2361,1964017
2362,1976142
2362,1963187
2362,1956904
2362,1968034
2362,1964550
2364,444024
2364,1955189
2364,463915
2364,1955709
2364,67783
2365,1965156
2366,1954353
2367,1689814
2367,1279880
2367,1535845
2367,1969423
2367,1412521
2367,1954960
2367,1219759
2367,929371
2367,1961492
2367,1955721
2368,1195090
2368,1789127
2369,1570236
2369,1953655
2369,1598191
2369,1284377
2369,1963601
2369,1968789
2369,167742
2369,1967706
2369,1962914
2369,1961267
2369,1959270
2369,1959065
2370,1963327
2371,1177230
2371,1887378
2371,984058
2371,1740793
2371,1660934
2372,1976314
2372,1961420
2372,1957330
2374,1959099
2374,1961236
2374,1968326
2374,1965224
2374,1970356
2375,1959922
2376,1966981
2376,1960923
2377,1958051
2378,1739585
2378,423905
2379,1960432
2379,1960283
2379,1954790
2379,1958360
2379,1957719
2380,1964912
2380,1968079
2380,1953993
2380,1956384
2381,1957102
2381,1967371
2382,1958382
2382,417546
2382,683163
2382,1956861
2382,1514795
2382,1960566
2382,1975794
2382,1957845
2383,1970061
2384,1960900
2384,1967786
2384,1965771
2385,1957367
2386,1962340
2386,1975949
2386,1959467
2387,1958197
2387,1970632
2389,1968951
2389,1959372
2389,1962103
2389,1958679
2389,1960846
2389,1955779
2389,1965185
2389,1957413
2390,1184312
2390,1960331
2390,1967333
2391,1503984
2391,1967502
2391,1976144
2391,1963338
2391,1965119
2391,1975852
2392,1969670
2392,977058
2392,1962277
2392,1961425
2393,1963194
2393,1969064
2393,1957083
2393,1953916
2393,1956684
2394,1954599
2394,1959980
2395,1968370
2396,1188024
2398,1574809
2399,1964829
2399,1959114
2399,1959049
2399,1976321
2399,1968888
2399,1957155
2399,1958826
2399,1958741
2399,1956509
2399,1960610
2400,801281
2401,1411781
2402,1961101
2403,1960175
2403,1963221
2403,1970254
2403,1964961
2403,1959598
2403,1956426
2403,1970340
2403,1955905
2403,1959485
2404,1969859
2405,1960972
2405,1965597
2405,1970300
2406,1427308
2406,1970175
2406,935137
2406,1957059
2406,1968335
2406,1964835
2407,1955739
2407,1956046
2408,1970773
2408,1969262
2409,1966432
2409,1960781
2411,1966842
2411,1963452
2411,1956011
2412,1517924
2412,1972738
2412,1531384
2413,1955956
2413,1438438
2413,1134264
2413,1954894
2413,1312029
2413,1966606
2413,1961400
2413,1961853
2413,1963900
2413,1964197
2413,1668643
2413,1965534
2413,433751
2413,1962552
2413,1953807
2413,1953836
2413,1970708
2413,1591588
2413,1954130
2414,1955348
2415,1516528
2415,1967316
2415,1441487
2415,1569160
2415,1961609
2415,1962278
2415,1050191
2415,1956068
2415,1967944
2415,1969381
2416,1961477
2417,1959769
2418,1954871
2418,1967250
2418,1970437
2419,1967173
2419,1954743
2419,1966129
2419,1970505
2420,1959933
2421,1970103
2421,1970064
2421,1965774
2421,1959905
2421,1955062
2421,1955726
2422,1963634
2423,1964355
2423,1962120
2423,1969261
2423,1958024
2423,1955466
2423,1962347
2423,1970614
2423,1965205
2423,1956641
2424,1976128
2424,657412
2424,1965085
2424,1963151
2424,1961135
2424,1113472
2424,1957185
2425,1962607
2425,1969129
2425,1959623
2425,1963168
2425,1962054
2425,1955123
2426,1229935
2428,1954366
2428,1965242
2428,1462913
2428,1965792
2428,1450182
2429,1965460
2430,575964
2430,1961872
2430,1958160
2431,1964045
2432,1965001
2432,1962078
2432,1953744
2433,1954492
2433,1957104
2433,1957098
2434,1976235
2434,1965610
2435,1954019
2435,1963301
2436,1957878
2436,1975983
2437,1954216
2437,1967370
2437,1966475
2437,1961520
2437,1954467
2437,1960818
2438,1957862
2439,1958399
2439,1956853
2439,1968815
2439,1970261
2439,1966373
2439,1975876
2439,1969255
2442,1968698
2442,1966858
2443,1965177
2444,1969760
2444,1967906
2445,1957208
2445,1958184
2445,1954900
2445,1962347
2445,1955741
2445,1970614
2446,1957677
2446,1967884
2446,1956838
2446,1961490
2446,1957540
2446,1966126
2446,1962231
2446,1960195
2446,1958306
2446,1964439
2446,1965484
2447,1954395
2448,1956378
2448,1960541
2448,1968175
2449,1957361
2449,1969275
2449,1964438
2450,1708858
2450,1724009
2450,1966303
2450,1966656
2451,1962384
2451,1959868
2451,381270
2451,1964431
2451,1961560
2451,1963939
2451,1969180
2451,1970496
2451,1958541
2451,1598191
2451,1963601
2451,1602939
2452,578358
2452,1961586
2453,1963736
2454,1968155
2455,1955935
2456,1976015
2456,1260363
2456,1967184
2456,1960357
2456,1968176
2459,1969400
2459,1954353
2460,1976180
2460,1964928
2461,1967631
2461,1969535
2461,1968194
2461,1955654
2461,1959993
2461,1961436
2461,1958982
2461,1966638
2461,1965020
2461,1654861
2461,1959440
2462,1968900
2463,1954752
2463,1729207
2463,1965202
2463,1343731
2463,1520648
2464,1968741
2465,1968000
2466,1968416
2466,1966899
2466,1968193
2466,1962959
2466,1969714
2466,1958668
2466,1962555
2466,1965385
2468,1962612
2468,1958504
2468,1976277
2468,1970590
2468,1959816
2468,1958113
2469,1961345
2470,1969658
2473,1956548
2474,1957171
2474,1968439
2474,1960857
2474,1953719
2474,1958587
2474,1965898
2475,363305
2475,1956417
2476,1965272
2476,1953808
2476,1964032
2476,1965613
2476,1965048
2476,1967089
2477,1962298
2477,1957995
2477,1963042
2478,1962879
2479,1272443
2480,1968443
2480,1970122
2480,431916
2480,1353011
2480,225695
2480,1690161
2480,1140430
2481,1964668
2481,1956728
2482,1958921
2482,1962551
2483,1966217
2483,1963750
2483,1958866
2483,1970220
2483,1966658
2483,1958316
2483,1966293
2484,1967411
2485,1965695
2485,1967035
2485,1967198
2486,1606870
2486,1959218
2486,1969984
2486,1959422
2486,1107911
2486,1969292
2487,1970202
2487,1970741
2487,1965154
2488,1960166
2488,1970835
2490,1976101
2491,1967720
2493,1962301
2494,1964857
2494,1967260
2494,1968191
2497,1965189
2499,1954718
2500,1956710
2500,1956873
2500,1958338
2500,1963618
2500,1964499
2501,743813
2502,1957670
2502,1957161
2502,1762792
2502,1954602
2505,1764920
2505,1964731
2505,1675363
2505,1964325
2505,1966267
2505,366238
2505,1966369
2505,1970657
2505,1962691
2505,1960622
2505,1963388
2506,1962566
2506,1963138
2506,1961409
2506,1967547
2506,1473640
2506,1967385
2506,1968312
2506,1954628
2506,1955774
2507,1966500
2507,1582161
2507,1961688
2507,411478
2507,1957571
2507,1962898
2507,1961925
2507,1963031
2507,268115
2507,349628
2507,1965716
2507,1970643
2507,805613
2507,1955155
2507,1108803
2507,1956034
2507,1809477
2508,1182307
2508,1964697
2508,1955704
2509,1965149
2510,1970846
2510,1965474
2511,1961180
2511,1968856
2511,1963418
2511,1967469
2511,1582279
2511,1955577
2512,1968566
2512,1956256
2512,1967443
2513,1956457
2514,1969175
2514,1966881
2515,1955378
2516,1964677
2516,1967778
2516,1956363
2517,1955668
2517,1965739
2517,1956369
2517,1969254
2517,1965450
2517,1966491
2517,1961346
2517,1953833
2517,1956513
2517,491121
2518,478904
2518,1967932
2518,1956334
2518,984496
2519,1967849
2519,1966256
2519,1969412
2519,1963392
2519,1961518
2519,1964162
2519,1970341
2519,1956788
2519,1966210
2519,1954803
2519,1963256
2519,1969095
2520,1955888
2520,1968070
2520,907374
2520,1969934
2520,1961015
2520,1966521
2521,1967848
2521,1955165
2521,1955623
2521,1954423
2521,1958954
2522,1962517
2523,1969710
2523,1965465
2523,1966060
2523,1966714
2523,1958632
2523,1962850
2524,1290363
2524,1962122
2524,1965651
2524,364658
2524,1079252
2524,1763101
2524,1963833
2524,1975765
2525,1956954
2526,1976348
2526,1962138
2526,1961735
2527,1969544
2527,1976123
2527,1968846
2528,1960303
2528,1960037
2532,1969464
2532,1976358
2532,1955469
2532,657329
2532,1954659
2533,1955684
2534,1966956
2534,1960272
2535,1963449
2535,1965962
2536,1953729
2538,1956618
2538,1967315
2539,1960579
2540,1955663
2540,1968594
2540,1964235
2540,1962284
2540,1958794
2542,1957932
2542,1962099
2543,1965591
2543,1956402
2543,1956793
2543,1720465
2543,1954840
2543,1960979
2543,1953806
2543,1975705
2543,1969572
2543,1954842
2544,782655
2545,1968228
2545,1959838
2545,1955409
2547,264436
2547,1962862
2548,1958380
2548,1966412
2548,1970036
2548,1968565
2548,1953694
2549,1953877
2549,1964664
2549,1963686
2550,1957625
2553,1963192
2553,1963014
2554,1954591
2554,1953916
2554,1956708
2555,1960228
2555,847154
2556,1781268
2556,1965161
2557,1966587
2557,1965368
2558,762724
2559,1970608
2559,1955369
2559,1968126
2559,1956374
2559,1962661
2559,1954605
2559,1964989
2563,1390056
2563,1256859
2564,1964995
2565,992816
2566,1575105
2566,1042653
2567,1968166
2567,1965200
2567,1967191
2567,1969853
2567,1960246
2568,1964760
2570,1957848
2570,1957619
2571,1957171
2571,1968439
2571,1958587
2572,1957668
2572,1956425
2572,1953857
2573,1962423
2573,1965684
2574,1131358
2575,1966311
2576,372879
2577,1967242
2579,1959990
2579,1975853
2579,1964809
2580,1954444
2581,1957946
2582,1958574
2583,1956348
2583,1958357
2584,1953811
2584,1963740
2585,1968650
2586,1976365
2586,1961982
2586,1964206
2586,1961826
2586,1975710
2587,1959831
2588,1968824
2588,1953839
2589,1967817
2589,1954224
2589,1960512
2589,1969992
2589,1962150
2589,1962606
2589,1961313
2589,1955989
2589,1970798
2589,1961469
2589,1958277
2589,1966395
2590,1970674
2590,591910
2590,1965557
2591,1955996
2591,1961748
2591,1964215
2591,1967721
2592,1964965
2592,1964761
2593,1964527
2593,1963012
2593,1956231
2594,1961472
2594,1961376
2595,1976203
2595,1961387
2595,1967614
2597,1964971
2597,297563
2598,1969670
2599,182886
2599,1968768
2600,1958283
2602,1969175
2602,1966881
2602,1965189
2602,1956545
2602,1962931
2602,1975802
2602,1969600
2602,1967425
2602,1963290
2602,1957729
2602,1958112
2602,1970801
2602,1956774
2602,1961314
2603,1378422
2603,1956224
2603,1970384
2603,1473442
2604,1470358
2606,1967006
2606,1968960
2606,1967663
2606,1968954
2607,1960921
2609,1594109
2609,1966840
2610,1961250
2611,1380696
2612,1961624
2612,1967409
2613,1969796
2614,1253189
2614,1333909
2614,1171859
2614,1955190
2615,1966494
2616,1964709
2616,1968913
2616,1878910
2616,1023790
2616,1956569
2617,1955134
2617,1958798
2618,1954766
2620,1962993
2620,1962420
2620,1966382
2620,1966732
2620,1963408
2620,1961097
2620,1968368
2620,1965543
2620,1955950
2620,1964705
2620,1963422
2620,1966992
2620,1958997
2620,1958743
2621,1964669
2621,1967866
2621,1955150
2621,326800
2621,81860
2621,1954866
2621,1966169
2621,342209
2622,1966561
2622,1962896
2622,1970347
2622,1116721
2622,1963173
2622,1404142
2623,1959019
2623,1962163
2624,1964633
2624,237820
2625,1353187
2626,1957497
2627,1970512
2627,1970019
2627,1969460
2627,1966965
2627,1956109
2628,1958705
2628,1962734
2628,1964008
2629,1959808
2629,1965780
2629,1299861
2629,1957734
2629,1954999
2629,1970651
2629,1964670
2629,1970435
2629,1963389
2630,1969175
2631,1955171
2631,1969471
2631,1960476
2631,1967519
2632,1962322
2632,1958061
2633,1955003
2634,1445884
2636,341665
2636,1962838
2637,1958659
2637,1959413
2638,1968714
2638,1961704
2639,1564665
2640,1957179
2640,1963709
2641,1954707
2642,1959734
2643,1961102
2644,1962269
2644,1965977
2644,1971103
2645,54307
2645,1663203
2645,731906
2646,1975980
2646,1965040
2646,1960671
2646,1359803
2648,1958000
2648,1968156
2650,1964352
2651,1970458
2651,1967475
2652,1956222
2652,847154
2652,1602625
2653,1960359
2653,1954273
2653,1955870
2656,1955257
2656,1964020
2656,1963305
2656,1959513
2656,1956169
2656,1968501
2657,1967270
2657,1965388
2657,1958725
2657,1975800
2658,1969315
2658,1956479
2658,1959198
2660,1960113
2661,1962581
2661,1965659
2661,1968985
2661,1967095
2662,1969432
2662,1976050
2662,1954544
2662,1975923
2662,1970381
2663,1964920
2663,1964286
2663,1962410
2663,1958793
2664,1957328
2664,1966856
2664,1287583
2664,1965751
2664,1961846
2664,1963941
2664,1961396
2664,1963260
2664,1960790
2664,1970387
2665,1967508
2665,434017
2665,1960905
2665,165408
2666,1961927
2666,1658112
2666,1603187
2667,1970833
2667,1968529
2667,1658402
2667,1961111
2668,1957457
2669,1956048
2669,1960868
2669,1960920
2669,1958790
2669,1975696
2669,1957469
2669,1966158
2669,1976253
2669,1970211
2669,1954460
2669,1957495
2669,1954839
2669,1965070
2669,1955921
2669,1967647
2669,1966568
2669,1960470
2669,1964877
2670,1953992
2670,1960280
2671,1961415
2671,1955147
2671,1963825
2671,1965763
2672,1970761
2672,1966883
2672,1962903
2672,1954246
2672,1956622
2673,1717869
2673,1968989
2673,1969165
2674,1969396
2675,1959298
2675,1965413
2676,1845591
2677,1956442
2677,1970684
2677,1963206
2678,63487
2678,1331555
2678,1961936
2679,1968787
2679,1955232
2679,1967216
2680,1016935
2681,1975971
2682,1958482
2683,1976201
2683,342961
2683,1962945
